country,iso3,g_whoregion,year,budget_lab,budget_oth,budget_staff,cf_lab,cf_staff,cf_tot_domestic,cf_tot_gf,cf_tot_grnt,cf_tot_sources,cf_tot_usaid,download_date
Croatia,HRV,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Croatia,HRV,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Croatia,HRV,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Croatia,HRV,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Croatia,HRV,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cuba,CUB,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cuba,CUB,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cuba,CUB,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cuba,CUB,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cuba,CUB,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Curaçao,CUW,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Curaçao,CUW,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Curaçao,CUW,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Curaçao,CUW,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Curaçao,CUW,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cyprus,CYP,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cyprus,CYP,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cyprus,CYP,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cyprus,CYP,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Cyprus,CYP,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Czechia,CZE,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Czechia,CZE,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Czechia,CZE,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Czechia,CZE,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Czechia,CZE,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Democratic People's Republic of Korea,PRK,SEA,2018,3689221,17390262,2517300,108700,2517300,5721900,268837,639600,6630337,0,2023-07-28
Democratic People's Republic of Korea,PRK,SEA,2019,4194415,10572573,2580600,438700,2580600,5865100,4018900,2732200,12616200,0,2023-07-28
Democratic People's Republic of Korea,PRK,SEA,2020,3743870,9062950,2644000,2371445,2644000,6009200,14730153,4407440,25146793,0,2023-07-28
Democratic People's Republic of Korea,PRK,SEA,2021,1304737,8613662,2666600,1304737,2666600,6102100,8397348,0,14499448,0,2023-07-28
Democratic People's Republic of Korea,PRK,SEA,2022,1304737,8613662,2666600,115900,2666600,6030327,1783064,0,7813391,0,2023-07-28
Democratic Republic of the Congo,COD,AFR,2018,7098269,8000350,5310169,3973483,4886695,1500045,25666879,5775096,37543159,4601139,2023-07-28
Democratic Republic of the Congo,COD,AFR,2019,6304718,2277868,5594703,1466023,1828732,1711405,16431571,5858316,26244255,2242963,2023-07-28
Democratic Republic of the Congo,COD,AFR,2020,5103703,2280169,5594704,1975234,1828733,847298,17535177,4751817,25377255,2242963,2023-07-28
Democratic Republic of the Congo,COD,AFR,2021,11873032,480526,4923455,11146344,4903190,719985,29390839,773654,35004478,4120000,2023-07-28
Democratic Republic of the Congo,COD,AFR,2022,5668945,730526,4923455,2320312,2635013,2399109,20243326,4751817,37894252,10500000,2023-07-28
Denmark,DNK,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Denmark,DNK,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Denmark,DNK,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Denmark,DNK,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Denmark,DNK,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Djibouti,DJI,EMR,2018,225491,0,54322,225491,54322,NA,470570,NA,470570,NA,2023-07-28
Djibouti,DJI,EMR,2019,185000,250000,250000,0,128836,NA,476867,NA,526867,50000,2023-07-28
Djibouti,DJI,EMR,2020,459365,NA,100000,156685,64418,NA,718017,NA,718017,NA,2023-07-28
Djibouti,DJI,EMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Djibouti,DJI,EMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Dominica,DMA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Dominica,DMA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Dominica,DMA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Dominica,DMA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Dominica,DMA,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Dominican Republic,DOM,AMR,2018,981437,5480000,10941251,481437,10941251,16628094,4742113,0,21450207,80000,2023-07-28
Dominican Republic,DOM,AMR,2019,1500000,4000000,11876804,1256566,11876804,18978288,2282650,0,21260938,0,2023-07-28
Dominican Republic,DOM,AMR,2020,1500000,2695869,12563670,1256566,12563670,18558031,2542680,0,21100711,0,2023-07-28
Dominican Republic,DOM,AMR,2021,1500000,0,12563670,1256566,12563670,25979882,500000,0,26521882,42000,2023-07-28
Dominican Republic,DOM,AMR,2022,2016573,851,13820,2016573,13820,3233931,1071648,56282,4361861,0,2023-07-28
Ecuador,ECU,AMR,2018,356882,NA,NA,96381,NA,481322,NA,NA,481322,NA,2023-07-28
Ecuador,ECU,AMR,2019,105098,NA,NA,105098,NA,979714,0,0,979714,0,2023-07-28
Ecuador,ECU,AMR,2020,NA,NA,NA,NA,NA,826078,0,0,826078,0,2023-07-28
Ecuador,ECU,AMR,2021,0,0,0,0,0,592095,0,0,592095,0,2023-07-28
Ecuador,ECU,AMR,2022,158519,NA,NA,158519,NA,758730,0,0,758730,0,2023-07-28
Egypt,EGY,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Egypt,EGY,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Egypt,EGY,EMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Egypt,EGY,EMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Egypt,EGY,EMR,2022,NA,872959,NA,NA,NA,7500000,500000,0,8000000,0,2023-07-28
El Salvador,SLV,AMR,2018,1048398,1057467,1275309,1048398,1275309,1465145,4426305,10000,5901450,0,2023-07-28
El Salvador,SLV,AMR,2019,376900,289047,5385113,376900,5385113,10110865,1696893,NA,11807758,NA,2023-07-28
El Salvador,SLV,AMR,2020,884564,460158,6350929,884564,6350929,8788385,2120806,0,10909191,0,2023-07-28
El Salvador,SLV,AMR,2021,869525,293359,4313181,869525,4313181,5228929,1672805,0,6901734,0,2023-07-28
El Salvador,SLV,AMR,2022,3160372,85961,3204195,3160372,3204195,8016012,1667967,0,9683979,0,2023-07-28
Equatorial Guinea,GNQ,AFR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Equatorial Guinea,GNQ,AFR,2019,101000,NA,60000,101000,60000,329000,NA,NA,329000,NA,2023-07-28
Equatorial Guinea,GNQ,AFR,2020,650000,0,100000,50000,30000,283000,0,120880,403880,0,2023-07-28
Equatorial Guinea,GNQ,AFR,2021,482952,296497,65895,474027,65895,782458,0,239363,1021821,0,2023-07-28
Equatorial Guinea,GNQ,AFR,2022,400000,0,100000,264901,77007,624308,0,150000,774308,0,2023-07-28
Eritrea,ERI,AFR,2018,497684,228864,20000,497684,20000,20000,1404440,10000,1434440,0,2023-07-28
Eritrea,ERI,AFR,2019,491096,153535,NA,491096,NA,NA,1404488,NA,1404488,NA,2023-07-28
Eritrea,ERI,AFR,2020,641481,NA,NA,560545,NA,NA,1597303,NA,1597303,NA,2023-07-28
Eritrea,ERI,AFR,2021,1987694,NA,144000,710939,144000,NA,1597303,NA,1597303,NA,2023-07-28
Eritrea,ERI,AFR,2022,1987694,0,201061,939124,201061,0,1900148,0,1900148,0,2023-07-28
Estonia,EST,EUR,2018,18000,10000,42000,18000,42000,1200100,NA,NA,1200100,NA,2023-07-28
Estonia,EST,EUR,2019,18000,10000,42000,18000,42000,1034450,NA,NA,1034450,NA,2023-07-28
Estonia,EST,EUR,2020,18000,12000,40000,18000,40000,1108000,NA,NA,1108000,NA,2023-07-28
Estonia,EST,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Estonia,EST,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Eswatini,SWZ,AFR,2018,1962385,0,3413965,1962385,3413965,1738295,5713115,5048358,12499768,NA,2023-07-28
Eswatini,SWZ,AFR,2019,672330,1045508,1763491,672330,1763491,2055370,6548651,3421350,12025371,NA,2023-07-28
Eswatini,SWZ,AFR,2020,908447,NA,3290314,908447,3290314,3215464,4956028,4823343,12994835,NA,2023-07-28
Eswatini,SWZ,AFR,2021,1487071,192367,2307172,1487071,2307172,1326665,3627155,192367,9653831,4507644,2023-07-28
Eswatini,SWZ,AFR,2022,1052592,15000,2200188,1052592,2200188,1245367,5364093,568456,11852238,4674322,2023-07-28
Ethiopia,ETH,AFR,2018,19753571,15711896,8366818,9494709,7190246,10190096,16793726,2839773,40530224,10706629,2023-07-28
Ethiopia,ETH,AFR,2019,20004089,15911157,8472927,6760166,7617450,10319329,13388780,2784812,37940235,11447314,2023-07-28
Ethiopia,ETH,AFR,2020,18151558,14437662,9688269,6185031,9463680,9303503,13057257,2943842,37653602,12349000,2023-07-28
Ethiopia,ETH,AFR,2021,23347619,478000,4878388,6772773,4359045,13257323,19894539,2426553,48078415,12500000,2023-07-28
Ethiopia,ETH,AFR,2022,24531095,6243578,5125671,21756543,5058368,14601066,19398632,4701901,51501599,12800000,2023-07-28
Fiji,FJI,WPR,2018,300000,0,181000,300000,181000,332459,313736,NA,646195,0,2023-07-28
Fiji,FJI,WPR,2019,5000,0,840000,4000,784000,1030000,0,25000,1055000,0,2023-07-28
Fiji,FJI,WPR,2020,50000,NA,500000,0,450000,471000,NA,10000,481000,NA,2023-07-28
Fiji,FJI,WPR,2021,50000,NA,500000,0,250000,271000,NA,10000,281000,NA,2023-07-28
Fiji,FJI,WPR,2022,25000,0,450000,25000,450000,652000,NA,30000,682000,NA,2023-07-28
Finland,FIN,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Finland,FIN,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Finland,FIN,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Finland,FIN,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Finland,FIN,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
France,FRA,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
France,FRA,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
France,FRA,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
France,FRA,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
France,FRA,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
French Polynesia,PYF,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
French Polynesia,PYF,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
French Polynesia,PYF,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
French Polynesia,PYF,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
French Polynesia,PYF,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Gabon,GAB,AFR,2018,940717,NA,3307162,482705,213141,1905388,2891849,NA,4797237,NA,2023-07-28
Gabon,GAB,AFR,2019,895773,NA,300941,136238,300941,1377539,379284,99091,1855914,NA,2023-07-28
Gabon,GAB,AFR,2020,97441,NA,258631,93821,256418,975468,459880,38695,1474043,NA,2023-07-28
Gabon,GAB,AFR,2021,NA,NA,NA,NA,NA,NA,356324,NA,356324,NA,2023-07-28
Gabon,GAB,AFR,2022,769536,NA,504830,205260,504830,161537,1237570,0,1399107,0,2023-07-28
Gambia,GMB,AFR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Gambia,GMB,AFR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Gambia,GMB,AFR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Gambia,GMB,AFR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Gambia,GMB,AFR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Georgia,GEO,EUR,2018,2405040,9557892,1328994,1953686,959305,6236002,4865885,2776941,13999104,120276,2023-07-28
Georgia,GEO,EUR,2019,1959554,5052062,1166636,3290682,940381,6225437,6572395,1086577,14083209,198800,2023-07-28
Georgia,GEO,EUR,2020,2273371,4523307,1237070,1223092,737290,5562586,2827470,1830390,10220446,0,2023-07-28
Georgia,GEO,EUR,2021,2625782,4523133,958347,1230684,796781,4970055,3619143,1534613,10123811,0,2023-07-28
Georgia,GEO,EUR,2022,2654513,4329289,960347,1362092,928098,6317742,2924662,943443,10185847,0,2023-07-28
Germany,DEU,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Germany,DEU,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Germany,DEU,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Germany,DEU,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Germany,DEU,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Ghana,GHA,AFR,2018,6980002,9291864,2633249,2421658,1630266,3755000,4569381,0,8474381,150000,2023-07-28
Ghana,GHA,AFR,2019,3557819,4618475,2822110,2857819,2193292,2650557,9268081,0,12068638,150000,2023-07-28
Ghana,GHA,AFR,2020,3557819,2618475,3022110,3364784,3022110,6228637,7308000,0,13686637,150000,2023-07-28
Ghana,GHA,AFR,2021,2488054,291669,1564520,1764536,1332872,1037575,5365473,NA,6553048,150000,2023-07-28
Ghana,GHA,AFR,2022,5184613,550000,1564520,3732192,1332872,1426144,7724613,NA,9300757,150000,2023-07-28
Greece,GRC,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greece,GRC,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greece,GRC,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greece,GRC,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greece,GRC,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greenland,GRL,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greenland,GRL,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greenland,GRL,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greenland,GRL,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Greenland,GRL,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Grenada,GRD,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Grenada,GRD,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Grenada,GRD,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Grenada,GRD,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Grenada,GRD,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guam,GUM,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guam,GUM,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guam,GUM,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guam,GUM,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guam,GUM,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guatemala,GTM,AMR,2018,710407,0,1245001,228816,757126,1316584,1825886,NA,3142470,NA,2023-07-28
Guatemala,GTM,AMR,2019,594496,0,400341,1259838,917294,2901638,1391475,NA,4293113,NA,2023-07-28
Guatemala,GTM,AMR,2020,594497,0,489096,1247397,1011469,2868327,1329376,0,4197703,0,2023-07-28
Guatemala,GTM,AMR,2021,1866796,0,693560,1866796,693560,2849233,2758506,0,5607739,0,2023-07-28
Guatemala,GTM,AMR,2022,3026862,NA,935270,3026862,935270,4586700,2536022,NA,7122722,NA,2023-07-28
Guinea,GIN,AFR,2018,2025360,0,391406,1293514,372184,871412,1738138,395778,3005328,0,2023-07-28
Guinea,GIN,AFR,2019,2305360,0,394402,1503514,377184,991412,1985138,502700,3479250,0,2023-07-28
Guinea,GIN,AFR,2020,2305360,18000,78185,2305360,78185,981193,2738138,567389,4286720,0,2023-07-28
Guinea,GIN,AFR,2021,85680,39250,82300,85680,82300,481193,1791582,207029,2479804,0,2023-07-28
Guinea,GIN,AFR,2022,383824,40600,94800,383824,94800,219427,2481457,106000,2806884,0,2023-07-28
Guinea-Bissau,GNB,AFR,2018,209341,0,760119,34006,457369,321964,1813564,2500,2138028,0,2023-07-28
Guinea-Bissau,GNB,AFR,2019,198776,NA,607074,134517,584350,171200,2374463,11350,2557013,NA,2023-07-28
Guinea-Bissau,GNB,AFR,2020,271507,0,644406,65740,518490,100000,1534277,4000,1638277,0,2023-07-28
Guinea-Bissau,GNB,AFR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Guinea-Bissau,GNB,AFR,2022,672190,0,139001,671602,13720,100000,2446864,0,2546864,0,2023-07-28
Guyana,GUY,AMR,2018,60000,0,445653,20000,392653,761055,307736,0,1068791,0,2023-07-28
Guyana,GUY,AMR,2019,100000,0,600000,41495,482123,851532,314041,0,1165573,0,2023-07-28
Guyana,GUY,AMR,2020,40000,0,510000,27286,479204,983340,126095,0,1109435,0,2023-07-28
Guyana,GUY,AMR,2021,150343,0,532000,10036,532000,905216,247952,0,1153168,0,2023-07-28
Guyana,GUY,AMR,2022,119730,0,598100,53588,601948,1053389,155193,0,1208582,0,2023-07-28
Haiti,HTI,AMR,2018,661052,1915766,2758019,498001,2517519,1175897,6822933,557500,8556330,NA,2023-07-28
Haiti,HTI,AMR,2019,1760355,NA,2758319,1267735,1483726,1175897,8813164,143313,10132374,NA,2023-07-28
Haiti,HTI,AMR,2020,1156286,835428,2198391,822464,1506749,481112,10386928,789487,11657527,NA,2023-07-28
Haiti,HTI,AMR,2021,1185231,210434,2139819,857458,1888166,362729,6159270,221645,6743644,NA,2023-07-28
Haiti,HTI,AMR,2022,2835804,230144,2803220,2719641,860763,423411,6280320,576966,7280697,NA,2023-07-28
Honduras,HND,AMR,2018,1103078,0,1772919,2145326,2365654,2703575,2905302,112110,5720987,0,2023-07-28
Honduras,HND,AMR,2019,600343,1450293,2581230,600343,2581230,2428107,2378551,113791,4920449,0,2023-07-28
Honduras,HND,AMR,2020,287006,20000,2329183,287006,2329183,2550763,737189,20000,3307952,0,2023-07-28
Honduras,HND,AMR,2021,444347,497167,687054,444347,687054,2163270,1212990,0,3376260,0,2023-07-28
Honduras,HND,AMR,2022,406380,0,0,406380,0,NA,739422,NA,739422,NA,2023-07-28
Hungary,HUN,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Hungary,HUN,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Hungary,HUN,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Hungary,HUN,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Hungary,HUN,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iceland,ISL,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iceland,ISL,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iceland,ISL,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iceland,ISL,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iceland,ISL,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
India,IND,SEA,2018,95306868,38086980,95008728,95306868,95008728,458064516,71441852,30000000,579506368,20000000,2023-07-28
India,IND,SEA,2019,66046460,42551610,106431111,66046460,106431111,450000000,78000000,40000000,583000000,15000000,2023-07-28
India,IND,SEA,2020,53936500,34749600,86916400,53936500,86916400,420200000,53200000,4000000,496700000,19300000,2023-07-28
India,IND,SEA,2021,111755426,8329904,99297023,111755426,99297023,358185153,159648385,7441374,544258912,18984000,2023-07-28
India,IND,SEA,2022,187059953,8164904,104232303,187059953,104232303,474104881,63604944,24424411,582134236,20000000,2023-07-28
Indonesia,IDN,SEA,2018,60171533,0,48261024,32908895,52771535,101565995,38499843,267630,149445763,9112295,2023-07-28
Indonesia,IDN,SEA,2019,86363121,0,56680919,28184460,56680919,109214607,30005171,4970901,157337285,13146606,2023-07-28
Indonesia,IDN,SEA,2020,190400185,0,12201049,26981546,12201049,42077548,63827819,452860,110915494,4557267,2023-07-28
Indonesia,IDN,SEA,2021,204150835,0,16819238,57332585,16819238,102845275,63051851,0,175637305,9740179,2023-07-28
Indonesia,IDN,SEA,2022,174771464,NA,15970229,59308440,15970229,70615273,94447783,871368,177687088,11752664,2023-07-28
Iran (Islamic Republic of),IRN,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iran (Islamic Republic of),IRN,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iran (Islamic Republic of),IRN,EMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Iran (Islamic Republic of),IRN,EMR,2021,NA,NA,NA,NA,NA,1835571,NA,NA,1835571,NA,2023-07-28
Iran (Islamic Republic of),IRN,EMR,2022,NA,NA,NA,NA,NA,7100000,NA,NA,7100000,NA,2023-07-28
Iraq,IRQ,EMR,2018,1000000,0,20000000,250000,20000000,19920969,1499031,0,21420000,0,2023-07-28
Iraq,IRQ,EMR,2019,1000000,0,19000000,500000,19000000,19710000,680000,0,20390000,0,2023-07-28
Iraq,IRQ,EMR,2020,1000000,0,19098000,350000,19098000,19710000,650000,0,20360000,0,2023-07-28
Iraq,IRQ,EMR,2021,1000000,0,19098000,350000,19098000,19710000,650000,0,20360000,0,2023-07-28
Iraq,IRQ,EMR,2022,1000000,0,19098000,350000,19098000,19710000,650000,0,20360000,0,2023-07-28
Ireland,IRL,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Ireland,IRL,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Ireland,IRL,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Ireland,IRL,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Ireland,IRL,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Israel,ISR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Israel,ISR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Israel,ISR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Israel,ISR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Israel,ISR,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Italy,ITA,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Italy,ITA,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Italy,ITA,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Italy,ITA,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Italy,ITA,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Jamaica,JAM,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Jamaica,JAM,AMR,2019,13653,NA,NA,13653,NA,54671,0,0,54671,0,2023-07-28
Jamaica,JAM,AMR,2020,NA,NA,NA,NA,NA,NA,0,NA,0,0,2023-07-28
Jamaica,JAM,AMR,2021,NA,NA,NA,NA,NA,NA,0,NA,0,0,2023-07-28
Jamaica,JAM,AMR,2022,NA,NA,NA,NA,NA,NA,0,NA,0,0,2023-07-28
Japan,JPN,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Japan,JPN,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Japan,JPN,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Japan,JPN,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Japan,JPN,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Jordan,JOR,EMR,2018,600000,100000,200000,570000,150000,1000000,290000,10000,1300000,0,2023-07-28
Jordan,JOR,EMR,2019,150000,50000,1700000,70000,1250000,600000,872000,5000,1477000,0,2023-07-28
Jordan,JOR,EMR,2020,170000,50000,1850000,70000,1250000,50000,1472000,10000,1532000,0,2023-07-28
Jordan,JOR,EMR,2021,150000,12500,1700000,70000,1250000,600000,900000,0,1500000,0,2023-07-28
Jordan,JOR,EMR,2022,500000,4000000,1500000,130000,50000,1500000,2300000,200000,4000000,0,2023-07-28
